aco_num,aco_name,qualscore,qualperfshare,n_ab,Unnamed: 5,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A05872,WESTMED Medical Group ,0.9522,0.5,12967,12967.0,1290,5918,3650,2109,7855,5112,10815,1142,144,317,2,547,154,831,11359,3802,6762,788,7,0,0,0,0,0,85,193,39,1,0,2016,"New York, Connecticut",9818,0,1,81.55,94.14,91.74,85.44,60.6,76.03,73.88,19.04,14.62,17.97,45.72,65.96,49.39,96.2,67.81,76.21,83.17,76.67,98.04,63.7,76.84,83.2,87.64,0,81.18,6.39,85.38,76.79,79.04,,,
A46043,"Circle Health Alliance, LLC",0.9928,0.5,10366,10366.0,3061,4264,2130,911,6002,4364,8880,176,550,448,1,311,173,801,9701,3735,4349,1063,554,0,3,0,0,1,89,166,78,1,2,2016,"Massachusetts, New Hampshire",10402,0,1,84.19,93.99,92.55,84.82,68.3,78.95,74.76,21.78,15.65,18.43,60,89.07,68.23,100,82.53,70.61,83.78,90.51,99.22,70.16,73.85,87.36,91.48,12.5,61.59,13.84,70.24,80.43,90.46,,,
A10273,"BJC HealthCare ACO, LLC",0.9368,0.75,32082,32082.0,3713,14111,9768,4490,19316,12766,28526,2923,108,36,14,475,180,770,8935,2962,4340,1101,532,3,0,7,0,26,224,399,104,1,0,2016,"Missouri, Illinois",9787,0,1,76.63,93.27,92.57,81.06,60.91,75.7,72.05,22.47,15.4,21.49,54.57,81.56,64.34,98.17,73.56,83.39,88.22,85.76,95.29,70.95,69.98,52.11,84.21,8.33,51.92,21.15,57.69,78.29,91.07,,,
A70411,"Torrance Memorial Integrated Physicians, LLC",0.9813,0.75,12599,12599.0,727,5266,4351,2255,7462,5137,9500,671,1117,209,8,1094,165,796,13232,4955,7537,729,11,0,0,0,0,4,106,388,20,0,0,2016,California,12816,0,1,79.79,92.31,92.02,84.27,61.49,74.85,74.25,22.73,14.41,18.76,52.74,65.74,54.24,63.95,71.45,72.79,70.85,83.33,89.07,60.23,65.07,71.57,70.84,17.24,38.37,16.64,40.41,72.61,89.58,,,
A12621,CHS ACO,0.9789,0.5,7957,7957.0,1672,3617,1845,823,4669,3288,5670,1235,123,673,7,249,169,792,8486,4194,3799,413,80,0,11,0,0,13,238,114,31,0,0,2016,Illinois,9186,0,1,80.69,94.41,94.45,82.57,62.96,75.11,70.49,25.1,14.25,17.02,58.89,73.29,62.47,86.79,82.68,72.36,71.54,80.73,97.71,71.77,63.41,74.03,86.61,9.09,53.48,14.87,60.43,81.6,84.87,,,
A91115,"John C. Lincoln Accountable Care Organization, LLC",0.9259,0.5,16852,16852.0,1976,9457,3966,1453,9187,7665,15615,388,129,157,62,501,188,812,11030,4315,5737,967,11,0,0,0,0,216,211,294,82,1,0,2016,Arizona,11386,0,1,80.75,92.8,91.33,83.34,59.15,76.55,73.13,29.33,15.37,18.64,59.49,91.76,72.65,78.1,67.62,70.63,69,67.95,94.82,74.17,69.1,66.96,79.19,23.08,35.44,18.08,38.52,72.02,85.92,,,
A58588,"Mercy Health Select, LLC",0.9296,0.75,67250,67250.0,10212,28645,18989,9404,37369,29881,60208,5262,180,211,17,1372,174,796,9232,3748,4120,1320,44,6,0,2,0,48,553,1021,350,0,20,2016,"Ohio, Kentucky, Michigan",10350,0,1,84.68,93.74,92.74,81.22,59.25,76.19,71.79,27.64,14.34,19.25,60.23,84.51,68.33,97.75,65.83,79.08,80.5,68.73,80.92,44.49,52.02,65.11,88.18,0,32.39,14.79,35.21,80.15,90.36,,,
A46075,Southern Kentucky Health Care Alliance,0.8923,0.5,20638,20638.0,4054,8597,5646,2341,11790,8848,19394,973,59,26,8,178,169,807,10914,4579,4184,1452,699,0,0,4,0,0,70,62,76,0,0,2016,Kentucky,9552,0,1,83.35,92.88,92.23,86.36,51.18,73.78,70.02,23.9,15,18,58.9,78.38,61.48,75.81,78.65,78.47,77.87,85.77,93.7,72.36,69.44,76.4,82.11,6.25,48.29,14.73,53.77,77.55,88.4,,,
A52797,"Mount Sinai Care, LLC",0.9175,0.5,42218,42218.0,5251,18818,11884,6265,25695,16523,32030,5157,848,1773,23,2387,174,773,11150,3752,7142,247,9,0,11,0,0,5,773,1936,168,2,0,2016,New York,11761,0,1,83.8,94.99,93.81,85.27,63.83,76.18,71.43,22.93,14.73,16.53,49.39,66.48,53.6,92.57,58.91,67.99,53.09,55.59,71.85,43.88,40.98,36.05,80.4,0,24.73,22.91,29.09,71.33,82.58,,,
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",1,0.5,32683,32683.0,2941,15752,9509,4481,18772,13911,28977,1686,341,164,8,1507,144,835,11885,3648,8090,145,2,0,0,0,0,0,133,364,18,1,0,2016,New York,9710,0,1,78.78,95.4,95.08,83.21,65.17,77.67,72.79,24.33,14.22,16.65,41.52,57.04,44.79,95.45,91.35,90.1,82.47,93.87,98.4,76.8,83.53,81.03,86.33,0,54.96,9.57,57.45,80,91.61,,,
A98813,Cumberland Center for Healthcare Innovation,0.9876,0.5,14439,14439.0,2618,6516,3868,1437,8213,6226,13824,437,19,13,9,137,175,811,11029,5201,3587,2207,34,0,0,1,0,0,50,2,58,0,0,2016,Tennessee,10916,0,1,78.26,93.48,93.27,86.71,61.54,75.43,67.81,28.21,15.2,18.28,61.79,90.94,73.14,66.67,62.13,80.18,70.89,84.11,94.07,66.92,66.39,71.59,82.61,25.93,41.58,12.29,45.12,75.87,92.41,,,
A43014,"Indiana University Health ACO, Inc.",0.9169,0.5,51312,51312.0,11343,22491,12111,5367,29452,21860,45060,4714,286,180,35,1037,164,776,8664,3357,4079,1125,102,0,25,0,0,13,630,1543,381,1,13,2016,Indiana,10431,0,1,86.26,93.93,93.16,84.59,57.52,76.94,73.07,32.26,13.42,15.3,51.62,68.18,54.89,97.2,63.49,53.44,77.69,55.38,86.51,39.29,69.32,70.4,67.55,6.67,18.15,14.59,20.64,70.83,90.44,,,
A42388,Mercy ACO,0.9427,0.5,64439,64439.0,9080,26560,18443,10356,36916,27523,62044,757,303,257,68,1010,151,813,9095,3206,3146,1451,1292,54,11,50,0,30,549,601,295,1,0,2016,"Iowa, Illinois",9627,0,1,78.14,93.33,92.79,85.28,61.08,75.08,75.02,29.56,13.83,16.49,49.88,76.07,61.76,94.06,74.12,76.19,84.34,53.24,96.83,43.9,64.76,77.35,81.08,0,50.75,9.31,56.46,73.6,89.34,,,
A40070,"ProHealth Solutions, LLC",0.9803,0.5,18391,18391.0,2496,9141,4622,2132,10562,7829,17580,139,52,40,15,565,133,749,7893,3368,3659,862,4,0,0,0,0,0,163,314,112,0,2,2016,Wisconsin,8799,0,1,85.33,93.95,93.84,84.57,62.73,77.29,75.47,27.98,13.63,15.72,43.06,71.47,55.93,96.3,73.11,74.75,92.14,40.16,99.34,68.37,82.66,80.65,84.23,6.9,66.56,11.98,74.04,76.21,93.69,,,
A26898,"Accountable Care Options, LLC",0.9887,0.75,11486,11486.0,508,4247,4187,2544,6788,4698,10548,395,34,298,3,208,158,832,14805,5341,8781,667,17,0,0,0,0,0,80,6,9,0,0,2016,Florida,12574,0,1,82.67,93.44,91.24,81.44,63.53,79.53,74.44,21.25,14.59,20.75,41.09,62.76,47.47,64.81,83.31,80.22,76.18,89.57,95.92,75.92,78.91,79.21,86.01,8.33,38.9,9.95,40.67,78.48,97.45,,,
A79251,"AnewCare Collaborative, LLC ",0.9577,0.5,13264,13264.0,3375,5435,3222,1232,7275,5989,13011,114,18,10,2,109,191,767,9147,3818,3341,1725,263,0,0,2,0,21,238,166,129,5,0,2016,"Virginia, Tennessee",9101,0,1,79.47,93.29,91.31,83.84,56.79,79.79,69.19,32.63,14.74,17.82,60.65,87.71,65.17,94.39,72.25,72.61,72.25,74.47,94.13,55.8,57.52,72.91,81.6,9.09,53.31,18.68,65.37,64.99,91.04,,,
A62480,Baptist Integrated Physician Partners,0.9117,0.5,32672,32672.0,5466,15051,8221,3934,18889,13783,26676,2196,351,2533,34,882,180,745,10284,4507,5015,745,17,0,6,0,0,0,316,184,106,1,1,2016,"Texas, Massachusetts",11077,0,1,76.98,93.83,92.83,86.16,62.23,76.64,71.92,24.03,14.63,19.15,51.66,73.51,57,82.47,54.71,54.2,51.48,86.31,97.79,34.35,50.2,63.6,77.04,5.26,30.65,19.56,34.07,69.15,83.29,,,
A71489,Barnabas Health Care Network,0.8622,0.5,27516,27516.0,3897,11270,7726,4623,16425,11091,21197,4447,380,576,16,900,181,800,11501,3857,6443,1126,74,0,2,0,0,17,263,625,223,3,2,2016,New Jersey,14018,0,1,79.66,94.51,91.72,82.09,56.82,71,70.62,20.51,14.8,16.52,55.63,72.3,58.82,90.71,39.11,44.4,43.43,67.34,73.33,37.35,44.76,50.8,75.98,0,12.27,25.65,14.5,73.2,91.57,,,
A78144,"Coastal Medical, Inc.",0.9966,0.5,10782,10782.0,1253,5179,2901,1449,6442,4340,10032,240,37,77,13,383,145,834,10275,4456,4979,836,5,0,0,0,0,0,75,8,30,0,0,2016,"Rhode Island, Massachusetts",8881,0,1,87.21,95.06,93.64,86.15,71.82,79.45,74.05,25.44,14.33,17.06,49.02,67.93,50.45,100,96.88,97.38,93.15,95.54,99.35,95.37,90.07,90.83,79.7,13.19,73.78,8.57,79.66,86.05,93.63,,,
A64316,The Polyclinic,0.9128,0.5,8317,8317.0,680,4359,2238,1040,4519,3798,7083,357,284,22,17,554,135,762,9176,3423,4751,991,10,0,0,0,0,0,102,242,21,0,0,2016,Washington,8223,0,1,87.02,93.92,92.75,86.43,58.23,71.19,72.02,22.03,14.23,16.27,43.06,63.14,49.08,87.32,73.39,68.83,86.69,61.8,97.98,50,68.95,59.27,89.32,3.03,47.18,11.29,50,72.58,90.52,,,
A95753,Independent Physicians' ACO of Chicago LLC ,0.9726,0.5,11429,11429.0,1963,4393,3115,1958,6412,5017,8704,796,838,421,14,656,206,834,13454,7558,4718,1161,17,0,0,0,0,0,73,77,14,0,0,2016,Illinois,14985,0,1,82.58,92.08,91.63,81.26,63.64,75.97,71.09,37.7,15.18,18.59,74.05,102.51,79.91,60.53,89.34,86.03,64.92,94.73,96.47,80.04,64.93,64.34,83.46,9.8,42.62,15.98,50.36,77.26,94.86,,,
A09762,University Hospitals Coordinated Care Organization ,0.8663,0.5,64712,64712.0,9108,28748,17932,8924,37541,27171,55968,6616,301,97,9,1721,187,794,9418,3927,4321,1167,3,0,0,0,0,119,659,1157,368,1,21,2016,Ohio,10077,0,1,77.12,94,92.84,84.64,57.89,75.34,73.37,28.4,15.35,19.93,57.37,80.61,63.02,99.6,47.44,69.15,65.99,50.17,93.22,23.57,59.59,57.71,84.64,25,32.07,13.79,35.52,66.43,87.99,,,
A31344,Greater Baltimore Health Alliance ,0.9314,0.5,11847,11847.0,1504,5468,3029,1846,7263,4584,9609,1762,125,18,0,333,160,822,10534,3813,4843,1874,3,0,0,0,0,2,135,172,59,2,0,2016,"Maryland, Pennsylvania",14097,0,1,80.13,93.81,92.55,82.6,62.8,76.71,72.08,24.51,14.9,18.86,68.38,105.04,76.47,97.59,71.21,66.42,66.72,77.07,91.11,63.85,64.21,64.24,81.33,6.52,32.92,17.78,39.61,70.36,84.79,,,
A10764,Collaborative Health ACO,0.9727,0.75,17319,17319.0,3522,6845,4259,2693,9726,7593,15801,406,185,311,8,608,196,820,11057,4064,4703,2264,26,0,0,0,0,7,298,303,176,6,5,2016,Massachusetts,12001,0,1,85.44,94.57,93.85,87.44,63.06,76.3,74.51,19.76,15.05,19.66,55.24,75.66,55.5,95.63,85.5,71.74,86.81,80.28,94.06,76.98,78.75,83.59,85.38,0,49.82,13.36,57.04,73.12,87.41,,,
A59256,"Maine Community Accountable Care Organization, LLC",0.9133,0.5,6208,6208.0,2026,2311,1326,545,3370,2838,6064,12,10,7,14,101,175,813,8562,404,2370,688,5099,0,22,0,0,0,43,7,46,0,0,2016,Maine,8594,0,1,82.92,94.04,92.16,83.29,66.53,77.97,73.49,27.12,15.04,18.72,53.4,87.69,66.61,85.71,45.45,67.43,74.37,54.05,94.7,75.77,67.3,70.1,76.05,3.85,55,18.46,66.92,69.84,87.82,,,
A13682,"Accountable Care Coalition of Syracuse, LLC ",0.9085,0.5,17956,17956.0,2354,7292,5348,2962,10409,7547,16628,627,74,52,35,540,164,815,10144,4085,4447,1603,9,0,0,0,0,0,92,52,54,2,0,2016,New York,8111,0,1,83.12,93.72,93.17,81.82,63.61,79.12,74.46,24.53,15.63,16.18,51.17,72.85,58.75,90.12,75.29,77.69,86.72,82.95,89.71,65.34,77.82,73.79,78.63,0,63.6,8,68.4,77.86,83.6,,,
A05247,"Essential Care Partners, LLC",0.9669,0.5,13841,13841.0,5387,5568,2154,732,7681,6160,9140,1213,121,2979,28,360,164,727,8627,389,3649,394,4195,0,109,0,0,0,237,93,87,1,0,2016,Texas,10092,0,1,71.47,86.49,88.48,78.92,60.75,73.75,74.61,26.34,14.35,18.59,39.55,67.41,55.28,93.29,70.81,63.22,63.16,90.32,95.04,82.45,49.24,56.33,75.69,12.96,33.11,23.43,41.43,64.64,82.05,,,
A14573,MaineHealth Accountable Care Organization,0.9733,0.5,56844,56844.0,11191,22395,15543,7715,32255,24589,55004,227,239,58,44,1272,150,813,9067,3485,3661,1494,428,4,8,10,0,17,590,1214,372,4,5,2016,"Maine, New Hampshire",9715,0,1,84.69,93.6,92.86,85.85,65.17,79.01,75.54,21.52,13.87,16.25,42.71,67.63,53.11,98.71,75.95,69.35,85.25,65.06,95.71,67.32,71.45,76.05,78.8,17.39,57.93,14.83,65.86,71.03,84.5,,,
A55185,POM ACO,0.9417,0.5,104559,104559.0,18937,46600,27200,11822,59477,45082,92917,7070,1087,222,125,3138,171,791,8876,3683,4010,857,326,0,18,5,0,17,1183,2861,559,2,0,2016,Michigan,9826,0,1,82.27,93.89,92.37,82.44,63.55,75.22,73.09,24.17,14.56,18.18,50.81,74.18,59.7,93.9,60,73.31,78.83,57.76,91.65,48.55,67.49,69.8,81.49,9.68,54.27,14.41,60.97,71.9,85.22,,,
A75525,"Accountable Care Coalition of Western Georgia, LLC",0.8815,0.5,2047,2047.0,519,768,547,213,1223,824,1039,942,26,11,3,26,186,753,14079,7376,5994,689,20,0,0,0,0,0,28,19,17,0,0,2016,"Georgia, Alabama",10832,0,1,76.05,93.07,92.11,84.97,61.93,73.1,66.49,25.7,14.53,18.4,43.43,63.73,47.35,54.55,78.13,71.04,45.27,79.25,80.46,47.33,39.11,47.48,81.39,,34.78,28.76,40.47,56.34,88.06,,,
A33458,Medicare Value Partners,0.9182,0.5,31880,31880.0,4858,13166,8839,5017,18279,13601,26431,2951,495,952,11,1040,185,803,9957,4219,4841,886,10,0,5,0,0,38,354,388,101,1,4,2016,Illinois,11715,0,1,78.45,93.72,92.43,86.63,61.88,74.1,71.64,34.07,15.37,20.95,62.04,86.78,70.02,88.07,54.89,57.46,55.81,80.73,93.77,36.95,44.67,60,78.52,7.69,31.92,20.38,36.54,73.6,87.15,,,
A21965,"Asian American Accountable Care Organization, LLC ",0.8947,0.5,11547,11547.0,939,4517,3868,2223,7119,4428,1320,490,7278,139,9,2311,185,849,12899,6922,5398,228,350,0,4,0,0,0,98,175,10,0,0,2016,New York,9090,0,1,74.84,87.24,87,82.54,52.4,68.3,71.54,16.18,15.59,21.56,42.74,57.88,43.33,64.56,87.11,96.99,69.66,94.3,92.01,76.17,60.33,63.98,82.97,23.08,62.52,9.83,68.09,78.65,85.29,,,
A03682,Physicians ACO,0.8645,0.5,5479,5479.0,1370,2347,1205,557,3161,2317,3155,1495,159,541,7,122,224,739,11462,5868,4749,830,15,0,0,0,0,0,50,11,17,0,0,2016,Texas,16524,0,1,74.71,89.75,89.4,85.74,66.34,71.39,71.24,34.78,14.87,19.68,69.89,93.77,76.76,73.68,52.91,48.96,42.72,62.31,87.69,33.53,36.94,42.09,72.03,0,25,18.31,28.87,66.29,80,,,
A45848,ApolloMed Accountable Care Organization Inc. ,0.7725,0.5,11938,11938.0,2086,4584,3456,1812,6818,5120,5710,522,3233,1319,18,1136,213,791,15552,7192,6756,1582,22,0,0,0,0,6,124,133,26,0,0,2016,California,19153,0,1,79.02,89.59,90.61,85.24,61.17,76.73,67.42,32.55,15.25,20.43,73.82,90.24,69.91,26.09,46.12,40.72,21.04,64.49,67.54,10.5,26.48,41.09,60.16,0,7.1,33.87,9.03,77.55,68.18,,,
A74604,TP-ACO L.L.C.,0.8938,0.5,13687,13687.0,2955,6065,3251,1416,7754,5933,10286,3024,106,49,21,201,162,760,9915,4717,4149,1011,38,0,0,0,0,0,79,104,63,1,0,2016,"Tennessee, Louisiana, Mississippi, Arkansas, Florida",10169,0,1,84.75,93.27,91.55,82.54,63.9,75.26,71.28,31.87,15.11,19.45,59.83,78.87,60.96,59.26,83.96,66.57,67.54,88.55,91.63,81.05,63.4,73.03,45.07,0,40.46,31.72,44.37,65.57,62.59,,,
A97609,"Franciscan AHN ACO, LLC ",0.9372,0.5,30146,30146.0,3791,14316,8426,3613,17392,12754,28644,865,83,30,16,508,157,815,9649,4578,3783,1274,14,0,0,1,0,1,104,92,58,0,0,2016,Indiana,9457,0,1,79.6,92.62,92.56,83.04,57.98,77.63,71.27,29.27,14.53,17.98,50.53,71.61,54.85,94.87,67.73,78.97,79.28,70.12,85.15,34.15,67.33,71.21,74.25,8.33,53.48,10.16,56.68,80.33,83.1,,,
A00755,Balance ACO,0.8866,0.5,6051,6051.0,1293,2091,1615,1052,3749,2302,2401,1774,130,1263,10,473,225,785,14642,7403,5127,2065,47,0,0,0,0,0,154,103,80,1,0,2016,"New York, New Jersey",15837,0,1,78.26,93.57,92.98,77.38,63.9,73.24,66,24.54,15.64,17.93,82.35,92.71,76.5,88,48.76,50.78,29.3,85.16,91.33,45.69,37.84,51.97,74.5,0,19.83,30.39,25.22,62.61,82.28,,,
A23779,SEMAC,0.79,0.5,12620,12620.0,3761,4851,2771,1237,7146,5474,9386,2368,247,77,13,529,200,793,11709,6712,4268,721,8,0,0,0,0,0,110,124,21,0,0,2016,Michigan,12130,0,1,81.31,91.88,91.3,81.61,60.89,74.29,68.74,34.12,15.02,19.31,70.24,89.96,68.27,52.27,56.01,64.18,25.72,31.2,91.57,12.17,28.9,58.66,78,0,13.31,71.21,46.09,28.55,65.94,,,
A60499,Arizona Care Network,0.8899,0.5,32343,32343.0,4453,18088,7434,2368,17809,14534,28438,1370,492,823,112,1108,139,788,10674,3918,5690,1023,44,0,6,0,0,2,451,462,239,1,0,2016,Arizona,8920,0,1,75.51,90.77,90.3,80.42,56.15,74,71.68,27.9,13.78,18.22,36.87,55.61,44.89,72.44,71.24,66.05,63.98,70.84,92.76,56.32,63.02,64.54,78.39,0,36.28,17.36,42.36,70.53,88.99,,,
A30070,"Colorado Accountable Care, LLC",0.9883,0.5,25552,25552.0,3299,14290,5851,2112,13977,11575,23865,396,143,254,58,836,120,747,8402,3613,3940,819,30,0,0,0,0,28,457,417,174,1,9,2016,Colorado,8207,0,1,83.87,92.82,92.47,82.65,59.23,81.26,73.04,25.78,13.94,16.52,35.68,44.32,40.2,89.26,78.6,76.42,80.26,90.62,98.44,80.49,70.63,71.83,77.75,6.67,40.1,12.18,44.16,77.89,90.77,,,
A73700,Doctors Connected,0.8592,0.5,51298,51298.0,7952,23531,13935,5880,29462,21836,47232,3060,139,59,15,793,173,819,8930,4288,3519,1106,17,3,0,3,0,10,355,428,140,10,4,2016,Virginia,8860,0,1,79.43,93.07,92.43,82.51,55.77,75.02,71.55,24.31,15.52,19.72,53.67,76.35,64.52,94.74,60.07,72.65,83.03,72.46,85.27,13.88,68.07,69.43,77.46,0,32.11,12.81,36.44,67.35,91.81,,,
A94529,Physicians Collaborative Trust ACO LLC,0.8864,0.5,5399,5399.0,719,2000,1523,1157,3233,2166,4669,447,46,134,1,102,225,860,19594,7453,6464,5652,24,0,0,0,0,0,22,3,12,0,0,2016,Florida,23977,0,1,73.45,90.45,90.38,78.63,59.92,75.5,64.42,30.95,16.4,19.08,93.64,122.9,100.23,77.78,93.67,48.92,46.86,98,97.01,56.43,55.45,57.72,81.06,0,28.23,20.75,31.63,92.88,93.36,,,
A32235,"Alegent Health Partners, LLC",0.9319,0.75,21560,21560.0,3712,9485,5746,2617,12220,9340,19235,1617,111,137,40,420,170,780,8144,3510,3481,1021,134,2,0,1,0,9,168,432,129,0,0,2016,"Nebraska, Iowa",9729,0,1,81.45,94.39,93.95,82.71,57.74,78.29,71.65,32.45,14.31,18.12,56.35,81.07,67.54,89.92,67.89,61.06,81.45,78.23,88.31,74.29,56.05,50,84.91,7.14,54.44,8.87,58.06,76.61,80.24,,,
A19579,Primary Care Alliance,0.9441,0.5,10374,10374.0,737,4890,3660,1087,5872,4502,9886,218,47,23,6,194,125,834,12283,4902,6495,695,190,0,0,2,0,0,28,9,7,0,0,2016,Florida,9268,0,1,70.55,90.49,90.32,82.62,55.92,74.38,75.89,27.56,13.69,16.87,43.38,56.62,44.19,82.61,67.45,71.67,53.78,86.61,98.3,67.97,61.22,69.91,58.91,10.71,33.33,17.27,39.9,85.98,75.76,,,
A00843,"St. Luke's Clinic Coordinated Care, Ltd.",0.9272,0.5,26942,26942.0,3701,12221,7619,3401,15254,11688,25748,83,137,300,86,588,127,767,8762,3261,3519,1939,43,0,0,2,0,0,340,473,149,2,0,2016,"Idaho, Oregon",9705,0,1,80.82,93.17,92.85,82.13,60.85,73.36,72.2,27.57,13.4,16.69,38.95,59.7,48.7,99.58,70.33,49.84,78.47,67.99,95.11,70.84,67.99,75.33,78.24,8.47,50.76,14.26,55.86,66.5,93.99,,,
A45761,UCLA Faculty Practice Group,0.899,0.5,34652,34652.0,4693,16716,8866,4377,19522,15130,26874,2385,1793,1047,27,2526,214,804,12058,4557,7240,255,7,0,0,0,0,5,693,1603,109,0,4,2016,California,13247,0,1,79.88,93.37,92.16,80.37,58.74,72.03,71.08,20.29,16.2,20.88,51.83,76.46,58.85,94.4,73.39,59.04,77.42,79.44,92.74,47.39,68.15,54.84,87.92,0,34.94,17.27,38.96,62.55,88.05,,,
A80267,"Marshfield Clinic, Inc.",0.9854,0.5,29578,29578.0,6506,12509,7226,3337,16044,13534,28371,80,304,50,180,593,172,810,8459,3214,3587,1635,22,0,0,0,0,0,219,636,157,2,1,2016,Wisconsin,9398,0,1,81.83,92.8,92.16,87.66,62.6,75.76,73.65,17.1,14.28,18.16,51.91,70.63,55.57,100,96.11,79.9,90.84,75.53,98.95,89.74,77.54,81.98,78.31,3.57,57.03,8.75,63.12,83.88,89.43,,,
A01645,Community Health Network,0.972,0.5,12023,12023.0,3099,3732,3140,2052,6867,5156,10669,491,387,76,53,347,164,825,8750,4386,3038,1309,16,0,0,0,0,6,302,189,68,0,5,2016,"Minnesota, Wisconsin",10968,0,1,79,93.5,93.72,85.22,63.95,76.75,71.63,21.82,14.4,17.63,59.05,77.47,67.77,100,51.89,71.77,88.81,61.92,90.86,74.9,65.07,66.04,80.85,5.71,33.91,14.71,38.41,81.99,93.45,,,
A69939,"Meridian Accountable Care Organization, LLC",0.873,0.5,63249,63249.0,7997,29006,17542,8704,36593,26656,57065,3709,461,331,10,1673,179,829,11661,4189,6296,1172,4,0,0,0,0,19,404,1127,212,1,4,2016,New Jersey,13094,0,1,79.84,93.98,92.68,82.57,60.08,75.78,71.79,22.86,15.42,17.59,57.25,77.18,60.21,83.48,63.14,59.45,54.58,70.12,91.85,50.99,58.63,57.36,72.99,0,33.03,12.21,36.27,74.87,82.83,,,
A99470,"Accountable Care Coalition of DeKalb, LLC.",0.9305,0.6,14118,14118.0,2519,6646,3499,1454,8400,5718,8100,5377,200,70,9,362,162,701,9136,3379,5066,683,7,0,0,0,0,4,139,199,32,1,0,2016,Georgia,8380,0,1,77.43,94.33,91.92,83.46,59.39,72.5,74.56,32.75,14.31,17.13,40.61,60.54,48.93,69.23,50.13,61.42,57.75,71.22,94.92,31.35,59.38,60.71,66.41,0,24.31,18.82,27.06,64.46,80.86,,,
A71510,"Northwest Ohio ACO, LLC",0.9736,0.5,12364,12364.0,1926,6036,3059,1343,6916,5448,10692,1164,36,44,2,426,148,810,9909,3978,4790,1136,5,0,0,0,0,0,68,167,60,1,0,2016,"Ohio, Michigan",9517,0,1,80.96,92.03,91.47,81.92,61.24,76.27,71.31,31.01,13.62,16.35,51.04,68.14,53.49,98.59,67.48,47.18,63.44,75.77,93.15,55.99,62.65,62.95,79.04,0,42.41,20.62,52.92,72.95,85.75,,,
A21778,Lahey Clinical Performance ACO,0.9,0.5,40648,40648.0,5601,17865,11714,5468,22417,18231,38511,396,306,177,9,1249,170,815,9543,3323,4741,1475,4,0,0,0,0,5,349,776,247,1,9,2016,"Massachusetts, New Hampshire",10693,0,1,82.2,92.21,91.9,82.96,61.3,71.6,77.3,23.47,15.71,20.07,51.17,81.1,67.8,94.17,54.98,76.17,83.52,72.33,97.5,54.32,80.07,84.93,87.6,1.52,35.57,10.74,42.28,79.27,87.97,,,
A95164,"Mercy ACO, LLC",0.9723,0.5,34146,34146.0,6835,14782,9008,3521,19309,14837,33122,321,117,77,76,433,145,753,8304,2798,2840,1206,1459,0,0,26,0,4,267,446,202,1,5,2016,"Missouri, Arkansas",8759,0,1,79.74,93.97,93.19,86.06,56.99,76.41,72.63,26.25,13.39,16.58,49.58,66.23,54,100,90.36,80.43,90.18,83.5,98.08,72.57,73.01,74.73,77.29,0,67.77,13.64,76.45,70.64,90.19,,,
A73727,Indiana Lakes ACO,0.9547,0.5,7956,7956.0,1077,3319,2234,1326,4658,3298,7653,59,17,90,2,135,134,806,8377,4405,2984,892,97,0,2,0,0,3,52,141,52,0,0,2016,"Indiana, Michigan",8350,0,1,86.57,94.27,93.2,86.04,60,78.72,75.21,25.39,14.25,18.16,50,65.11,51.97,93.88,70.14,75.76,79.06,81.51,90.95,67.67,63.82,65.89,78.41,9.09,47.92,11.94,52.6,65.49,94.15,,,
A83092,Saint Francis HealthCare Partners ACO Inc.,0.8922,0.5,20845,20845.0,2699,8413,6331,3402,11906,8939,16791,2669,282,357,11,735,185,819,9981,3605,4511,1850,15,0,0,0,0,3,218,455,131,3,5,2016,Connecticut,11256,0,1,83.14,93.45,93.62,84.86,61.5,73.9,74.86,20.76,15.39,17.82,60.01,78.45,64.17,85.38,52.31,56.99,54.35,65.47,88.21,33.85,61.17,65.58,85.94,11.11,30.17,20.34,36.27,72.53,80.26,,,
A32930,"OneCare Vermont Accountable Care Organization, LLC",0.9688,0.5,43685,43685.0,8450,18748,11028,5459,24667,19018,41939,179,138,54,22,1353,162,815,8570,3088,3183,1575,725,6,4,7,0,134,507,976,270,3,13,2016,"Vermont, New Hampshire",9897,0,1,82.03,92.76,91.96,80.62,58.11,78.63,76.79,16.58,15.11,16.09,54.83,81.85,66.29,98.8,74.8,76.87,89.37,72.44,97.54,46.95,73.36,57.54,88.76,4.35,53.99,17.11,64.26,68.51,93.33,,,
